,Group 1,Group 2,Group 3,Group 4,Country,Component 1,Component 2,Component 3,Clusters
37,0.2295492487479132,0.01669449081803005,0.5801335559265443,0.17362270450751252,Philippines,-1.567646743194517,-0.43745978340822383,-1.9457717629152096,3
38,0.12974683544303797,0.1940928270042194,0.21624472573839662,0.459915611814346,Poland,-0.26381616032297867,-1.4306323289880751,0.8965370408151043,1
39,0.8436018957345972,0.2330690602973758,0.08151658767772511,0.07488151658767772,Qatar,0.08191569824547196,2.895995174400518,0.7273251709198814,4
40,0.33355886332882273,0.17523680649526388,0.10960757780784844,0.38159675236806495,Romania,-0.07851058281108181,-0.19868387365107432,1.3397601014343539,1
41,0.13295034878949527,0.28067295855560115,0.383258104226508,0.20311858842839556,Russia,-0.05221955096545225,-0.6764698474697721,-1.0784063999622837,3
42,0.3016393442622951,0.007868852459016393,0.4839344262295082,0.20655737704918034,Rwanda,-1.434856950552026,-0.1524385608682667,-1.2356689936568193,3
43,0.24073133570340274,0.2615540883697308,0.3732859319451498,0.1244286439817166,Singapore,-0.061812011619575,0.05427034678338177,-1.2312963181902847,3
44,0.043560606060606064,0.6107954545454546,0.10037878787878787,0.24526515151515152,Slovenia,1.9129876183700039,-0.8240628183802502,0.24861819370475022,2
45,0.10496292070735881,0.08956075299486595,0.5690245293782088,0.23645179691956647,South Africa,-1.2729280661714653,-1.1485452844410622,-1.8016880574294993,3
46,0.1901584653878232,0.5212677231025855,0.17264386989157632,0.11592994161801501,South Korea,1.4683301424043762,0.14301545814600256,-0.4524396112107919,2
47,0.07959356477561388,0.6240474174428451,0.10499576629974598,0.1913632514817951,Spain,1.9972400739887135,-0.4872949336704734,0.029715910828691128,2
48,0.018363939899833055,0.9056761268781303,0.0325542570951586,0.04340567612687813,Sweden,3.458602232340865,-0.08587622443022191,-0.4533360679147035,2
49,0.1712846347607053,0.5885810243492863,0.1452560873215785,0.0948782535684299,Taiwan,1.8282002247259872,0.1818842742908094,-0.4611099230601978,2
50,0.37106382978723407,0.14893617021276595,0.23659574468085107,0.24340425531914894,Thailand,-0.3539565404947581,0.3008687161533239,0.16917936739520004,4
51,0.17889447236180905,0.03015075376884422,0.10954773869346733,0.6814070351758794,Trinidad and Tobago,-0.9068376460348133,-1.9240664531691933,2.5178059253050478,1
52,0.6083112290008842,0.016799292661361626,0.1865605658709107,0.1883289124668435,Tunisia,-0.7871680295114977,1.5058787686278239,0.5241618335699195,4
53,0.5994962216624685,0.07304785894206549,0.10516372795969774,0.22229219143576825,Turkey,-0.40371991608626295,1.4488985906489869,1.0384693631997226,4
54,0.1734786557674841,0.4368755676657584,0.14486830154405086,0.24477747502270664,USA,1.0728511375450722,-0.3665295348957804,0.2612843287087301,2
55,0.09679572763684913,0.232977303070761,0.35647530040053405,0.3137516688918558,Ukraine,-0.2789358041851232,-1.1963786483655623,-0.4885502375591096,3
56,0.06960081883316274,0.5168884339815762,0.11770726714431934,0.29580348004094165,Uruguay,1.4385988364960278,-0.9314640720761269,0.4554960650977744,2
57,0.6910678307588985,0.026863666890530557,0.22229684351914036,0.05977165883143049,Uzbekistan,-0.7288886832409804,2.264888103573111,-0.11451324188550949,4
58,0.4805876180482686,0.013641133263378805,0.18992654774396642,0.31584470094438616,Yemen,-0.8933985784413071,0.5232863645608787,0.9072938661002965,4
59,0.23687752355316286,0.009421265141318977,0.3916554508748318,0.3620457604306864,Zimbabwe,-1.3476060561858523,-0.8682805176380994,-0.18379139750668982,3
